EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
2315,40,6,No,42.43,40,Salary,88254.4,57,Research,Male,Single,9.0,14.0,Mail Check,Yes
2318,41,7,Yes,32.26,40,Salary,67100.8,64,Manufacturing,Female,Married,3.0,10.0,Mail Check,Yes
2320,58,11,No,43.67,40,Salary,90833.6,75,Sales,Female,Married,8.0,9.0,Direct Deposit,Yes
2329,30,1,Yes,22.9,40,Salary,47632.0,5,Research,Female,Divorced,3.0,25.0,Mail Check,Yes
2332,30,4,Yes,28.32,40,Salary,58905.6,9,Research,Female,Divorced,1.0,17.0,Mail Check,Yes
2334,46,10,No,34.67,40,Salary,72113.6,67,Sales,Female,Divorced,7.0,10.0,Mail Check,Yes
2339,36,4,Yes,85.51,40,Salary,177860.8,45,Laboratory,Female,Divorced,3.0,14.0,Mail Check,Yes
2340,40,3,No,97.86,40,Salary,203548.8,38,Research,Female,Divorced,2.0,14.0,Mail Check,Yes
2347,48,19,Yes,53.77,40,Salary,112841.6,69,Research,Male,Married,4.0,11.0,Mail Check,Yes
2350,37,1,No,82.79,40,Salary,172203.2,35,Human Resources,Female,Married,3.0,19.0,Direct Deposit,Yes
2354,48,18,Yes,72.89,40,Salary,151611.2,88,Human Resources,Female,Divorced,1.0,7.0,Mail Check,Yes
2356,53,19,Yes,72.42,40,Salary,150633.6,76,Human Resources,Female,Married,3.0,17.0,Mail Check,Yes
2357,51,15,No,32.65,40,Salary,67912.0,65,Sales,Male,Single,4.0,10.0,Direct Deposit,Yes
2358,50,14,Yes,74.53,40,Salary,155022.4,56,Research,Female,Divorced,8.0,20.0,Mail Check,Yes
2364,56,19,No,65.55,40,Salary,136344.0,0,Healthcare,Male,Divorced,5.0,21.0,Mail Check,Yes
2367,32,1,Yes,27.98,40,Salary,58338.4,67,Information Technology,Male,Single,3.0,21.0,Mail Check,Yes
2370,35,6,No,30.56,40,Salary,63564.8,1,Healthcare,Female,Divorced,3.0,17.0,Mail Check,Yes
2371,46,7,Yes,82.15,40,Salary,170872.0,41,Healthcare,Female,Divorced,6.0,19.0,Mail Check,Yes
2375,45,10,No,35.13,40,Salary,73070.4,41,Healthcare,Female,Married,4.0,5.0,Direct Deposit,Yes
2376,56,7,Yes,51.93,40,Salary,108014.4,62,Sales,Male,Married,5.0,23.0,Mail Check,Yes
2377,54,6,Yes,34.05,40,Salary,70824.0,7,Marketing,Male,Single,2.0,20.0,Mail Check,Yes
2381,52,9,No,63.89,40,Salary,132891.2,9,Human Resources,Female,Married,3.0,9.0,Mail Check,Yes
2382,48,6,No,33.29,40,Salary,69243.2,17,Information Technology,Female,Single,8.0,7.0,Mail Check,Yes
2383,41,7,Yes,33.98,40,Salary,70678.4,21,Marketing,Female,Married,1.0,18.0,Mail Check,Yes
2384,39,5,No,41.54,40,Salary,86403.2,78,Information Technology,Female,Single,3.0,17.0,Mail Check,Yes
2388,42,1,Yes,36.96,40,Salary,76876.8,4,Research,Male,Single,5.0,5.0,Mail Check,Yes
2389,46,10,No,76.36,40,Salary,158828.8,59,Research,Female,Divorced,2.0,14.0,Mail Check,Yes
2392,32,7,No,31.17,40,Salary,64833.6,34,Laboratory,Female,Married,1.0,11.0,Mail Check,Yes
2400,25,3,No,20.79,40,Salary,43243.2,88,Manufacturing,Female,Single,2.0,20.0,Mail Check,Yes
2405,45,19,No,31.7,40,Salary,65936.0,33,Sales,Male,Married,2.0,9.0,Direct Deposit,Yes
2407,59,19,No,72.99,40,Salary,152833.2,58,Laboratory,Male,Married,1.0,19.0,Mail Check,Yes
2409,42,5,No,63.24,40,Salary,131539.2,24,Human Resources,Male,Divorced,2.0,8.0,Direct Deposit,Yes
2410,46,12,Yes,41.65,40,Salary,86632.0,81,Sales,Male,Single,7.0,19.0,Mail Check,Yes
2412,46,8,Yes,64.68,40,Salary,134534.4,33,Research,Female,Married,5.0,15.0,Mail Check,Yes
2413,53,7,No,38.3,40,Salary,79664.0,84,Research,Female,Divorced,6.0,20.0,Mail Check,Yes
2415,60,17,No,77.39,40,Salary,160971.2,75,Manufacturing,Female,Divorced,9.0,10.0,Mail Check,Yes
2420,48,16,No,80.83,40,Salary,168126.4,28,Manufacturing,Female,Divorced,8.0,20.0,Mail Check,Yes
2422,35,3,No,30.33,40,Salary,62795.2,87,Research,Male,Divorced,3.0,11.0,Mail Check,Yes
2423,36,2,Yes,28.12,40,Salary,58489.6,66,Human Resources,Male,Single,4.0,22.0,Mail Check,Yes
2424,39,4,No,30.8,40,Salary,64064.0,27,Research,Male,Divorced,3.0,25.0,Mail Check,Yes
2425,54,5,No,76.74,40,Salary,159633.2,27,Research,Female,Married,6.0,6.0,Mail Check,Yes
2428,33,9,Yes,29.95,40,Salary,62296.0,38,Sales,Male,Single,5.0,11.0,Mail Check,Yes
2429,57,5,No,63.79,40,Salary,132683.2,4,Research,Female,Divorced,6.0,14.0,Mail Check,Yes
2431,39,7,No,63.63,40,Salary,132350.4,42,Information Technology,Male,Divorced,4.0,13.0,Mail Check,Yes
2438,41,9,Yes,40.53,40,Salary,84302.4,68,Laboratory,Male,Single,2.0,22.0,Mail Check,Yes
2439,46,16,No,34.72,40,Salary,72217.6,62,Healthcare,Female,Married,7.0,13.0,Mail Check,Yes
2440,57,18,No,32.77,40,Salary,68161.6,56,Manufacturing,Female,Married,2.0,6.0,Mail Check,Yes
2441,37,1,Yes,67.02,40,Salary,139401.6,53,Sales,Female,Married,4.0,25.0,Mail Check,Yes
2442,38,2,Yes,29.72,40,Salary,62817.6,63,Sales,Female,Married,4.0,25.0,Mail Check,Yes
2445,47,6,Yes,44.82,40,Salary,93225.6,7,Manufacturing,Female,Divorced,1.0,23.0,Mail Check,Yes
2446,32,1,Yes,25.1,40,Salary,52208.0,39,Manufacturing,Female,Divorced,3.0,21.0,Mail Check,Yes
2448,37,5,Yes,49.24,40,Salary,102433.2,66,Human Resources,Female,Married,6.0,21.0,Mail Check,Yes
2450,43,3,No,55.43,40,Salary,115294.4,52,Manufacturing,Male,Divorced,6.0,25.0,Mail Check,Yes
2451,37,9,No,28.16,40,Salary,58572.8,53,Laboratory,Female,Married,6.0,18.0,Mail Check,Yes
2454,36,2,Yes,30.5,40,Salary,63440.0,71,Marketing,Male,Single,3.0,6.0,Direct Deposit,Yes
2455,48,15,No,83.84,40,Salary,174387.2,21,Information Technology,Prefer Not to Answer,Divorced,5.0,21.0,Mail Check,Yes
2459,48,16,Yes,71.24,40,Salary,148179.2,47,Sales,Female,Married,9.0,21.0,Mail Check,Yes
2460,42,6,No,51.29,40,Salary,106683.2,2,Sales,Male,Divorced,4.0,10.0,Mail Check,Yes
2462,52,12,No,48.38,40,Salary,100630.4,56,Sales,Female,Married,7.0,11.0,Direct Deposit,Yes
2464,42,3,Yes,41.03,40,Salary,85342.4,10,Research,Male,Single,8.0,17.0,Direct Deposit,Yes
2465,60,13,Yes,83.52,40,Salary,173721.6,44,Healthcare,Male,Married,1.0,11.0,Mail Check,Yes
2470,44,20,No,79.34,40,Salary,165027.2,43,Manufacturing,Female,Married,2.0,11.0,Mail Check,Yes
2473,46,13,No,79.81,40,Salary,166004.8,50,Manufacturing,Female,Divorced,9.0,15.0,Direct Deposit,Yes
2477,55,18,No,84.02,40,Salary,174761.6,39,Healthcare,Female,Divorced,2.0,23.0,Mail Check,Yes
2479,22,1,Yes,17.92,40,Salary,37273.6,24,Laboratory,Female,Single,2.0,10.0,Direct Deposit,Yes
2482,32,9,Yes,29.15,40,Salary,58481.6,23,Manufacturing,Female,Married,1.0,6.0,Mail Check,Yes
2492,39,8,Yes,68.09,40,Salary,141627.2,65,Human Resources,Female,Divorced,3.0,24.0,Mail Check,Yes
2495,39,2,Yes,30.02,40,Salary,62441.6,53,Research,Female,Married,4.0,14.0,Mail Check,Yes
2499,37,1,No,26.82,40,Salary,55785.6,13,Marketing,Female,Single,2.0,25.0,Mail Check,Yes
2501,30,6,Yes,24.36,40,Salary,50668.8,69,Healthcare,Male,Married,2.0,19.0,Mail Check,Yes
2502,34,1,No,25.48,40,Salary,52998.4,42,Information Technology,Male,Married,3.0,24.0,Mail Check,Yes
2505,37,1,Yes,30.36,40,Salary,63148.8,0,Research,Female,Divorced,1.0,19.0,Mail Check,Yes
2508,58,14,Yes,74.31,40,Salary,154564.8,56,Manufacturing,Male,Divorced,8.0,11.0,Mail Check,Yes
2512,59,15,No,84.65,40,Salary,176072.0,25,Marketing,Female,Divorced,8.0,24.0,Mail Check,Yes
2514,43,7,Yes,33.15,40,Salary,68952.0,10,Healthcare,Female,Married,8.0,25.0,Direct Deposit,Yes
2515,51,13,No,31.9,40,Salary,66352.0,10,Marketing,Female,Single,1.0,8.0,Mail Check,Yes
2517,52,5,No,41.4,40,Salary,86112.0,71,Research,Male,Married,7.0,6.0,Mail Check,Yes
2518,49,10,Yes,41.23,40,Salary,85758.4,89,Human Resources,Male,Single,7.0,12.0,Direct Deposit,Yes
2519,39,4,No,58.11,40,Salary,120868.8,83,Research,Female,Divorced,3.0,23.0,Mail Check,Yes
2527,58,11,No,32.73,40,Salary,68078.4,15,Sales,Female,Married,8.0,19.0,Mail Check,Yes
2531,48,8,No,43.56,40,Salary,90604.8,54,Information Technology,Female,Divorced,4.0,21.0,Mail Check,Yes
2532,37,8,Yes,29.28,40,Salary,60902.4,58,Human Resources,Female,Married,1.0,19.0,Mail Check,Yes
2538,36,7,Yes,28.52,40,Salary,59321.6,46,Sales,Female,Married,6.0,16.0,Direct Deposit,Yes
2539,31,9,Yes,24.98,40,Salary,53358.4,58,Sales,Female,Divorced,2.0,16.0,Mail Check,Yes
2540,28,6,No,22.73,40,Salary,47278.4,87,Laboratory,Female,Single,1.0,22.0,Direct Deposit,Yes
2541,33,9,No,23.76,40,Salary,49420.8,10,Human Resources,Female,Divorced,3.0,10.0,Direct Deposit,Yes
2544,32,1,Yes,25.56,40,Salary,53164.8,67,Human Resources,Female,Single,3.0,19.0,Mail Check,Yes
2547,61,18,No,78.34,40,Salary,162947.2,75,Human Resources,Male,Divorced,5.0,12.0,Mail Check,Yes
2548,40,5,No,28.25,40,Salary,58760.0,58,Manufacturing,Female,Single,9.0,15.0,Mail Check,Yes
2550,56,20,No,38.15,40,Salary,79352.0,35,Research,Male,Single,2.0,17.0,Mail Check,Yes
2555,25,3,Yes,20.27,40,Salary,42161.6,60,Sales,Female,Single,1.0,23.0,Mail Check,Yes
2556,51,17,Yes,73.45,40,Salary,152776.0,41,Research,Female,Divorced,3.0,20.0,Mail Check,Yes
2559,44,13,No,50.27,40,Salary,104561.6,5,Information Technology,Female,Married,9.0,7.0,Mail Check,Yes
2561,40,6,No,39.28,40,Salary,81494.4,68,Laboratory,Male,Single,7.0,8.0,Mail Check,Yes
2565,61,18,No,74.89,40,Salary,155771.2,45,Healthcare,Female,Divorced,5.0,9.0,Mail Check,Yes
2570,42,4,No,49.62,40,Salary,103209.6,4,Information Technology,Male,Married,2.0,25.0,Mail Check,Yes
2575,37,5,No,85.49,40,Salary,177833.2,17,Information Technology,Female,Divorced,4.0,13.0,Mail Check,Yes
2577,43,6,Yes,82.05,40,Salary,170664.0,59,Research,Female,Married,9.0,12.0,Direct Deposit,Yes
2578,24,1,Yes,21.73,40,Salary,45338.4,71,Sales,Male,Married,2.0,12.0,Mail Check,Yes
2583,37,6,Yes,34.85,40,Salary,72488.0,38,Sales,Female,Single,3.0,8.0,Mail Check,Yes
2584,58,17,No,81.07,40,Salary,168625.6,42,Human Resources,Male,Divorced,3.0,23.0,Mail Check,Yes
2585,49,7,No,34.75,40,Salary,72280.0,35,Sales,Female,Single,6.0,6.0,Direct Deposit,Yes
2590,41,3,Yes,44.98,40,Salary,93558.4,16,Sales,Male,Married,2.0,5.0,Mail Check,Yes
2594,41,9,No,82.83,40,Salary,172286.4,32,Research,Female,Divorced,1.0,5.0,Mail Check,Yes
2595,56,9,Yes,46.35,40,Salary,96408.0,26,Sales,Male,Divorced,1.0,5.0,Direct Deposit,Yes
2600,51,10,Yes,72.85,40,Salary,151528.0,86,Marketing,Female,Divorced,7.0,23.0,Direct Deposit,Yes
2602,46,16,Yes,42.07,40,Salary,87505.6,87,Manufacturing,Male,Divorced,5.0,9.0,Mail Check,Yes
2603,49,17,No,81.28,40,Salary,169062.4,8,Marketing,Female,Divorced,2.0,6.0,Mail Check,Yes
2608,49,12,Yes,96.75,40,Salary,201240.0,62,Marketing,Male,Divorced,6.0,22.0,Mail Check,Yes
2609,36,6,No,73.86,40,Salary,153628.8,5,Healthcare,Male,Divorced,2.0,6.0,Direct Deposit,Yes
2612,37,1,No,53.68,40,Salary,111654.4,89,Research,Female,Married,4.0,15.0,Mail Check,Yes
2614,58,13,No,35.98,40,Salary,74838.4,24,Healthcare,Male,Single,9.0,11.0,Mail Check,Yes
2615,46,16,Yes,37.13,40,Salary,77230.4,81,Sales,Male,Divorced,7.0,6.0,Mail Check,Yes
2620,48,10,Yes,37.73,40,Salary,78478.4,1,Information Technology,Male,Single,5.0,5.0,Direct Deposit,Yes
2623,48,12,No,69.41,40,Salary,144372.8,39,Sales,Female,Divorced,7.0,17.0,Mail Check,Yes
2626,41,2,Yes,37.4,40,Salary,77792.0,55,Human Resources,Female,Divorced,4.0,9.0,Direct Deposit,Yes
2635,33,4,No,30.97,40,Salary,64417.6,68,Human Resources,Male,Single,6.0,20.0,Mail Check,Yes
2636,39,4,No,33.64,40,Salary,69971.2,75,Human Resources,Female,Married,5.0,11.0,Mail Check,Yes
2637,38,1,Yes,29.06,40,Salary,60444.8,70,Human Resources,Female,Divorced,3.0,17.0,Mail Check,Yes
2642,60,13,Yes,45.06,40,Salary,93724.8,55,Healthcare,Female,Divorced,1.0,21.0,Mail Check,Yes
2643,41,5,Yes,49.88,40,Salary,103750.4,86,Healthcare,Female,Married,7.0,9.0,Mail Check,Yes
2645,60,11,Yes,63.67,40,Salary,132433.6,4,Marketing,Male,Married,6.0,15.0,Mail Check,Yes
2647,53,14,Yes,96.57,40,Salary,200865.6,9,Sales,Female,Divorced,4.0,5.0,Mail Check,Yes
2650,38,3,Yes,45.56,40,Salary,94764.8,29,Manufacturing,Female,Married,5.0,15.0,Direct Deposit,Yes
2652,39,2,Yes,80.13,40,Salary,166670.4,64,Research,Female,Divorced,4.0,20.0,Mail Check,Yes
2653,35,1,No,23.65,40,Salary,49332.0,68,Laboratory,Female,Single,6.0,14.0,Mail Check,Yes
2654,44,14,No,74.37,40,Salary,154689.6,65,Marketing,Female,Married,3.0,5.0,Mail Check,Yes
2661,51,15,No,56.71,40,Salary,117956.8,45,Laboratory,Male,Divorced,1.0,20.0,Mail Check,Yes
2662,40,9,No,29.46,40,Salary,61276.8,52,Human Resources,Female,Single,3.0,25.0,Direct Deposit,Yes
2663,44,8,Yes,76.36,40,Salary,158828.8,69,Research,Female,Divorced,2.0,25.0,Mail Check,Yes
2669,41,4,Yes,55.5,40,Salary,115440.0,59,Marketing,Female,Married,5.0,6.0,Mail Check,Yes
2672,37,9,No,28.49,40,Salary,38459.2,62,Healthcare,Female,Divorced,3.0,21.0,Mail Check,Yes
2676,32,10,No,24.52,40,Salary,51001.6,35,Information Technology,Female,Divorced,1.0,9.0,Mail Check,Yes
2678,59,10,No,85.48,40,Salary,177798.4,63,Laboratory,Female,Married,1.0,24.0,Mail Check,Yes
2679,38,8,No,28.78,40,Salary,59862.4,78,Sales,Male,Single,4.0,21.0,Mail Check,Yes
2680,28,4,Yes,23.48,40,Salary,48838.4,55,Sales,Male,Single,1.0,25.0,Mail Check,Yes
2683,36,9,No,32.49,40,Salary,67579.2,24,Sales,Female,Married,1.0,17.0,Mail Check,Yes
2685,31,4,No,24.69,40,Salary,51355.2,82,Sales,Female,Single,3.0,24.0,Direct Deposit,Yes
2687,37,3,Yes,39.72,40,Salary,82617.6,0,Sales,Male,Married,2.0,19.0,Mail Check,Yes
2691,53,7,Yes,53.9,40,Salary,112112.0,3,Research,Female,Married,6.0,17.0,Direct Deposit,Yes
2692,46,14,Yes,52.15,40,Salary,108472.0,46,Marketing,Female,Divorced,6.0,12.0,Mail Check,Yes
2693,48,13,No,83.29,40,Salary,173243.2,91,Information Technology,Female,Married,3.0,21.0,Direct Deposit,Yes
2694,39,1,No,63.63,40,Salary,132350.4,94,Sales,Male,Divorced,5.0,11.0,Mail Check,Yes
2698,37,2,No,28.43,40,Salary,59134.4,77,Manufacturing,Male,Married,6.0,25.0,Mail Check,Yes
2704,60,13,No,68.59,40,Salary,142667.2,88,Sales,Female,Single,5.0,15.0,Direct Deposit,No
2705,44,19,No,85.08,40,Salary,176966.4,46,Marketing,Female,Married,4.0,21.0,Mail Check,Yes
2706,37,9,Yes,29.02,40,Salary,60361.6,15,Healthcare,Female,Single,2.0,14.0,Mail Check,Yes
2707,31,2,No,30.78,40,Salary,64022.4,45,Manufacturing,Male,Single,1.0,24.0,Mail Check,Yes
2711,61,14,No,78.5,40,Salary,163280.0,28,Laboratory,Female,Single,4.0,10.0,Mail Check,No
2714,38,9,No,27.0,40,Salary,56160.0,61,Research,Male,Married,6.0,6.0,Mail Check,Yes
2715,40,5,No,33.32,40,Salary,69305.6,59,Research,Male,Married,2.0,20.0,Mail Check,Yes
2716,46,17,Yes,57.76,40,Salary,120140.8,41,Marketing,Male,Single,1.0,21.0,Mail Check,No
2717,36,3,Yes,63.28,40,Salary,131414.4,22,Marketing,Male,Divorced,2.0,8.0,Direct Deposit,Yes
2718,29,5,No,24.91,40,Salary,52812.8,39,Manufacturing,Female,Single,1.0,9.0,Mail Check,Yes
2719,51,6,Yes,53.06,40,Salary,110364.8,97,Manufacturing,Female,Married,5.0,15.0,Direct Deposit,Yes
2725,50,13,No,79.34,40,Salary,165027.2,40,Human Resources,Female,Married,4.0,9.0,Mail Check,Yes
2728,52,10,No,31.64,40,Salary,65811.2,8,Sales,Male,Married,8.0,14.0,Direct Deposit,Yes
2729,58,14,No,59.35,40,Salary,123448.0,13,Manufacturing,Female,Single,1.0,18.0,Mail Check,No
2731,52,9,Yes,47.45,40,Salary,98696.0,58,Marketing,Female,Single,5.0,14.0,Mail Check,No
2732,49,15,No,33.22,40,Salary,39977.6,6,Manufacturing,Male,Married,3.0,14.0,Mail Check,No
2733,45,15,No,70.31,40,Salary,146244.8,29,Human Resources,Female,Divorced,6.0,25.0,Mail Check,Yes
2738,42,9,Yes,34.7,40,Salary,72176.0,60,Healthcare,Female,Married,7.0,9.0,Mail Check,Yes
2739,52,8,No,63.0,40,Salary,131040.0,54,Manufacturing,Female,Divorced,1.0,9.0,Mail Check,Yes
2740,44,9,Yes,42.16,40,Salary,87692.8,29,Information Technology,Female,Divorced,6.0,5.0,Direct Deposit,Yes
2742,40,3,No,27.01,40,Salary,56280.8,1,Healthcare,Male,Single,9.0,23.0,Mail Check,Yes
2744,32,2,Yes,30.5,40,Salary,63440.0,0,Sales,Female,Divorced,1.0,13.0,Mail Check,Yes
2745,45,11,Yes,64.17,40,Salary,133473.6,6,Laboratory,Male,Single,7.0,22.0,Mail Check,No
2746,57,12,No,86.1,40,Salary,179088.0,46,Sales,Male,Married,8.0,23.0,Direct Deposit,Yes
2749,43,9,No,79.42,40,Salary,165333.6,54,Manufacturing,Female,Divorced,9.0,24.0,Mail Check,Yes
2750,40,9,No,30.38,40,Salary,63330.4,4,Research,Male,Single,8.0,22.0,Direct Deposit,Yes
2751,43,10,Yes,86.42,40,Salary,179753.6,7,Research,Female,Married,4.0,20.0,Direct Deposit,Yes
2753,40,9,Yes,48.73,40,Salary,101358.4,56,Marketing,Male,Married,4.0,20.0,Mail Check,Yes
2759,42,4,Yes,96.62,40,Salary,200969.6,1,Research,Female,Divorced,9.0,8.0,Direct Deposit,Yes
2765,32,9,Yes,28.29,40,Salary,58843.2,52,Sales,Female,Married,3.0,11.0,Mail Check,Yes
2766,50,20,No,36.84,40,Salary,76627.2,8,Sales,Female,Single,5.0,10.0,Mail Check,Yes
2768,56,9,Yes,35.68,40,Salary,74214.4,13,Marketing,Female,Divorced,2.0,7.0,Mail Check,Yes
2770,56,7,No,31.8,40,Salary,66144.0,39,Information Technology,Female,Divorced,9.0,5.0,Mail Check,No
2771,61,11,Yes,38.13,40,Salary,79310.4,72,Manufacturing,Male,Divorced,5.0,15.0,Mail Check,Yes
2772,57,9,No,67.6,40,Salary,140608.0,86,Sales,Male,Single,8.0,23.0,Mail Check,No
2774,52,12,No,31.84,40,Salary,66227.2,23,Research,Male,Divorced,8.0,13.0,Mail Check,No
2778,37,3,Yes,28.39,40,Salary,38251.2,65,Marketing,Male,Single,3.0,11.0,Mail Check,Yes
2779,38,10,No,38.62,40,Salary,80329.6,85,Marketing,Female,Single,6.0,17.0,Mail Check,Yes
2780,53,13,No,31.28,40,Salary,65062.4,64,Information Technology,Male,Single,1.0,12.0,Mail Check,Yes
2781,56,5,No,53.27,40,Salary,110801.6,81,Human Resources,Male,Divorced,2.0,7.0,Mail Check,Yes
2783,38,8,Yes,30.91,40,Salary,64292.8,16,Information Technology,Female,Single,6.0,9.0,Mail Check,Yes
2787,43,2,Yes,73.5,40,Salary,152880.0,90,Healthcare,Female,Divorced,7.0,24.0,Mail Check,Yes
2789,45,18,Yes,73.02,40,Salary,152881.6,28,Human Resources,Female,Divorced,7.0,16.0,Mail Check,Yes
2790,36,5,No,44.24,40,Salary,92033.2,33,Laboratory,Female,Divorced,1.0,10.0,Mail Check,Yes
2791,40,10,No,57.63,40,Salary,133870.4,63,Sales,Male,Divorced,8.0,25.0,Mail Check,Yes
2794,41,8,Yes,33.51,40,Salary,40580.8,22,Research,Male,Married,7.0,11.0,Direct Deposit,No
2796,39,5,No,29.52,40,Salary,61401.6,77,Laboratory,Male,Divorced,6.0,16.0,Mail Check,Yes
2800,48,9,No,33.47,40,Salary,40497.6,6,Research,Female,Divorced,3.0,22.0,Mail Check,No
2802,35,1,Yes,23.27,40,Salary,48401.6,32,Marketing,Female,Married,5.0,16.0,Mail Check,Yes
2806,29,1,No,23.22,40,Salary,48297.6,33,Human Resources,Female,Single,1.0,23.0,Mail Check,Yes
2807,60,17,No,70.75,40,Salary,147160.0,2,Research,Female,Divorced,5.0,5.0,Direct Deposit,Yes
2810,35,1,No,30.49,40,Salary,63433.2,57,Human Resources,Female,Single,6.0,18.0,Mail Check,Yes
2811,37,3,Yes,72.87,40,Salary,151569.6,86,Research,Female,Divorced,3.0,15.0,Mail Check,Yes
2816,53,9,No,78.7,40,Salary,163696.0,56,Marketing,Female,Single,9.0,7.0,Mail Check,No
2818,61,13,Yes,38.27,40,Salary,79601.6,65,Information Technology,Male,Single,5.0,14.0,Mail Check,Yes
2823,44,10,Yes,81.62,40,Salary,169769.6,26,Laboratory,Female,Married,9.0,20.0,Direct Deposit,Yes
2825,44,8,Yes,53.77,40,Salary,112841.6,11,Information Technology,Female,Single,6.0,11.0,Mail Check,No
2826,47,17,Yes,79.89,40,Salary,166171.2,75,Human Resources,Female,Married,4.0,9.0,Mail Check,Yes
2828,50,7,No,34.9,40,Salary,72592.0,31,Research,Female,Single,4.0,16.0,Mail Check,Yes
2831,53,5,No,68.33,40,Salary,142835.2,48,Manufacturing,Female,Divorced,7.0,16.0,Mail Check,Yes
2832,59,17,Yes,79.93,40,Salary,166254.4,31,Information Technology,Female,Single,5.0,15.0,Mail Check,No
2834,52,19,Yes,52.37,40,Salary,108929.6,73,Human Resources,Female,Married,6.0,15.0,Mail Check,Yes
2838,39,9,Yes,28.63,40,Salary,59550.4,33,Sales,Male,Divorced,6.0,14.0,Mail Check,No
2842,30,5,No,28.53,40,Salary,59342.4,59,Laboratory,Female,Married,1.0,11.0,Mail Check,Yes
2845,46,16,Yes,45.33,40,Salary,93995.2,77,Research,Female,Divorced,4.0,20.0,Mail Check,Yes
2846,24,1,No,20.15,40,Salary,43312.0,88,Research,Male,Single,1.0,5.0,Direct Deposit,Yes
2850,22,1,Yes,22.48,40,Salary,46758.4,60,Manufacturing,Male,Married,1.0,20.0,Direct Deposit,No
2852,34,1,Yes,23.32,40,Salary,48505.6,28,Human Resources,Female,Divorced,2.0,23.0,Mail Check,Yes
2856,33,1,No,30.93,40,Salary,64334.4,72,Marketing,Female,Married,5.0,20.0,Mail Check,Yes
2859,43,6,No,43.86,40,Salary,91228.8,75,Research,Female,Single,8.0,16.0,Mail Check,No
2861,61,20,Yes,66.3,40,Salary,137904.0,62,Marketing,Male,Divorced,8.0,23.0,Mail Check,Yes
2862,23,1,No,22.34,40,Salary,46467.2,46,Healthcare,Male,Single,2.0,18.0,Mail Check,Yes
2863,40,7,No,97.72,40,Salary,203257.6,75,Research,Female,Married,1.0,20.0,Direct Deposit,Yes
2864,58,17,No,44.56,40,Salary,92684.8,46,Marketing,Female,Divorced,7.0,18.0,Mail Check,Yes
2865,59,20,No,81.09,40,Salary,168667.2,65,Research,Female,Married,2.0,13.0,Direct Deposit,Yes
2866,48,20,No,50.62,40,Salary,105289.6,51,Research,Female,Married,2.0,18.0,Mail Check,Yes
2867,59,12,No,69.7,40,Salary,144976.0,30,Marketing,Male,Married,2.0,9.0,Mail Check,Yes
2872,32,7,No,28.28,40,Salary,58614.4,77,Sales,Female,Single,3.0,5.0,Mail Check,Yes
2873,37,10,Yes,58.55,40,Salary,121784.0,86,Human Resources,Female,Married,5.0,11.0,Direct Deposit,Yes
2874,59,15,No,44.85,40,Salary,93288.0,62,Human Resources,Male,Divorced,2.0,23.0,Mail Check,Yes
2875,48,12,No,73.1,40,Salary,152048.0,42,Marketing,Male,Divorced,4.0,5.0,Mail Check,Yes
2876,24,1,No,21.78,40,Salary,45302.4,6,Manufacturing,Female,Married,3.0,11.0,Direct Deposit,No
2877,57,9,Yes,56.56,40,Salary,117644.8,45,Manufacturing,Female,Married,9.0,8.0,Mail Check,Yes
2878,50,20,Yes,60.58,40,Salary,126006.4,12,Manufacturing,Female,Divorced,7.0,11.0,Mail Check,Yes
2880,39,1,No,33.49,40,Salary,69659.2,17,Manufacturing,Male,Single,4.0,21.0,Mail Check,Yes
2882,37,8,No,29.13,40,Salary,60590.4,60,Information Technology,Female,Married,4.0,7.0,Mail Check,Yes
2884,39,8,Yes,30.21,40,Salary,62836.8,42,Research,Female,Divorced,3.0,7.0,Direct Deposit,Yes
2885,60,11,Yes,66.81,40,Salary,138964.8,28,Marketing,Female,Divorced,2.0,5.0,Mail Check,Yes
2888,56,5,No,39.78,40,Salary,82742.4,8,Information Technology,Female,Married,3.0,20.0,Mail Check,Yes
2889,54,7,Yes,43.67,40,Salary,90833.6,41,Information Technology,Male,Married,4.0,21.0,Mail Check,Yes
2893,54,9,No,69.31,40,Salary,144164.8,78,Human Resources,Female,Divorced,5.0,20.0,Mail Check,Yes
2894,21,1,Yes,22.46,40,Salary,46716.8,87,Information Technology,Male,Single,3.0,16.0,Mail Check,Yes
2895,32,6,Yes,24.0,40,Salary,49920.0,28,Manufacturing,Female,Single,2.0,23.0,Direct Deposit,Yes
2900,43,4,No,66.16,40,Salary,137612.8,42,Marketing,Female,Married,8.0,9.0,Mail Check,Yes
2904,60,12,Yes,48.77,40,Salary,101441.6,35,Healthcare,Female,Divorced,8.0,18.0,Mail Check,Yes
2907,42,5,No,71.07,40,Salary,147825.6,66,Information Technology,Female,Divorced,8.0,18.0,Mail Check,Yes
2911,46,16,Yes,35.1,40,Salary,73008.0,17,Sales,Female,Single,4.0,17.0,Mail Check,Yes
2912,46,20,No,35.28,40,Salary,73174.4,43,Sales,Female,Single,3.0,13.0,Direct Deposit,Yes
2914,48,7,No,81.08,40,Salary,168646.4,6,Marketing,Male,Married,1.0,18.0,Mail Check,Yes
